,question,entities,MuHeQA_NER,MuHeQA_PoS,MuHeQA_NER+PoS,FLERT,BERT,RoBERTA,MuHeQA_FLERT
1001,what film genre is teddy at the throttle,['Teddy at the Throttle'],['teddy'],"['film genre', 'throttle']",['teddy'],['teddy at the throttle'],[],['teddy'],['teddy at the throttle']
1002,which country does richard burns hail from,['Richard Burns'],['richard burns'],"['country', 'richard burns']",['richard burns'],['richard burns'],[],['richard burns'],['richard burns']
1003,What is a book by michael lewis (author)?,['Michael Lewis'],['michael lewis'],"['michael lewis', 'author']",['michael lewis'],['michael lewis'],['le'],['michael lewis'],['michael lewis']
1004,which country produced queensland,['Queensland'],['queensland'],"['country', 'queensland']",['queensland'],['queensland'],[],['queensland'],['queensland']
1005,what war did james v. hartinger participate in?,['James V. Hartinger'],['james v. hartinger'],"['war', 'hartinger']",['james v. hartinger'],['james v. hartinger'],[],['james v. hartinger'],['james v. hartinger']
1006,what is the name of a sports game,['sports video game'],[],['sports game'],['sports game'],[],[],[],['sports game']
1007,what series is revenge of the pink panther from?,['Revenge of the Pink Panther'],['revenge of the pink panther'],['series'],['revenge of the pink panther'],['revenge of the pink panther'],[],['revenge of the pink panther'],['revenge of the pink panther']
1008,what state did andrew johnson die,['Andrew Johnson'],['andrew johnson'],"['state', 'andrew johnson']",['andrew johnson'],['andrew johnson'],[],['andrew johnson'],['andrew johnson']
1009,what country was the coast of folly filmed ,['The Coast of Folly'],['folly'],"['country', 'folly']",['folly'],[],[],['of folly'],"['country', 'folly']"
1010,what country was involved in battle of ani?,['Battle of Ani'],['ani'],['country'],['ani'],[],[],['battle of ani'],['country']
1011,what is the name of a politician,['politician'],[],['politician'],['politician'],[],[],[],['politician']
1012,what series is fear of flying an episode of ,['Fear of Flying'],[],['series'],['series'],[],[],[],['series']
1013,What position did jerome woods play?,['Jerome Woods'],['jerome woods'],"['position', 'jerome woods']",['jerome woods'],['jerome woods'],[],['jerome woods'],['jerome woods']
1014,Which artist made the album still the baddest,['Still da Baddest'],[],"['artist', 'album']","['artist', 'album']",[],[],[],"['artist', 'album']"
1015,What is nílton's gender?,['Nílton'],['nilton'],"['nílton', 'gender']",['nilton'],[],['nílton'],['nÃŃlton'],"['nilton', 'gender']"
1016,Name a person born in hammerfest,['Hammerfest'],['hammerfest'],"['person', 'hammerfest']",['hammerfest'],['hammerfest'],[],['hammerfest'],['hammerfest']
1017,What is simonne monet-chartrand's gender,['Simonne Monet-Chartrand'],"['simonne monet', 'chartrand']","['simonne monet-chartrand', 'gender']",['simonne monet-chartrand'],[],['chartrand'],['simonne monet-chartrand'],"['simonne monet-chartrand', 'gender']"
1018,who directed i think i love my wife,['I Think I Love My Wife'],['i think i love my wife'],['wife'],['i think i love my wife'],[],[],[],['wife']
1019,who is helen taft manning's father,['Helen Taft Manning'],['helen taft manning'],"['helen taft manning', 'father']",['helen taft manning'],['helen taft manning'],[],['helen taft manning'],['helen taft manning']
1020,what is the Bayer designation for andromeda (constellation),['Andromeda'],['andromeda'],"['andromeda', 'constellation']",['andromeda'],['Bayer'],['Bayer'],"['Bayer', 'andromeda']",['Bayer']
1021,which politician was born in new westminster?,['New Westminster'],['new westminster'],"['politician', 'new westminster']",['new westminster'],['new westminster'],[],['new westminster'],['new westminster']
1022,what gender is pieraldo ferrante,['Pieraldo Ferrante'],['pieraldo ferrante'],['gender'],['pieraldo ferrante'],['pieraldo ferrante'],[],['pieraldo ferrante'],['pieraldo ferrante']
1023,what type of music is perform by winter equinox,['Winter Equinox'],"['winter', 'quin']","['music', 'winter equinox']",['winter equinox'],[],[],[],"['music', 'winter equinox']"
1024,who was born in rome,['Rome'],['rome'],['rome'],['rome'],['rome'],[],['rome'],['rome']
1025,what is mike stark's nationality ,['Mike Stark'],['mike stark'],"['mike stark', 'nationality']",['mike stark'],['mike stark'],[],['mike stark'],['mike stark']
1026,what baseball position does brayan peña play,['Brayan Peña'],['brayan pena'],"['baseball position', 'brayan peña']",['brayan pena'],['brayan peña'],[],['brayan peÃ±a'],['brayan peña']
1027,which album is consider an emo album,['emo'],['emo'],"['album', 'emo album']",['emo album'],[],[],[],"['album', 'emo album']"
1028,Who discovered 2212 hephaistos,['2212 Hephaistos'],['hephaisto'],['2212 hephaistos'],['2212 hephaistos'],[],[],['hephaistos'],['2212 hephaistos']
1029,What is the name of a city located in mountain time zone,['Mountain Time Zone'],[],"['city', 'mountain time zone']","['city', 'mountain time zone']",[],[],[],"['city', 'mountain time zone']"
1030,what is the mouth of hrazdan river,['Hrazdan River'],['hrazdan'],['hrazdan river'],['hrazdan river'],['hrazdan river'],[],['hrazdan'],['hrazdan river']
1031,What is the nationality of Lambros Lambrou?,['Lambros Lambrou'],['lambros lambrou'],['Lambros Lambrou'],['lambros lambrou'],['Lambros Lambrou'],['Lambros Lambrou'],['Lambros Lambrou'],['Lambros Lambrou']
1032,Name a famous politician,['politician'],[],['famous politician'],['famous politician'],[],[],[],['famous politician']
1033,which architect uses modernisme ,['modernism'],['modernism'],"['architect', 'modernisme']",['modernisme'],[],[],[],"['architect', 'modernisme']"
1034,what is camilla von hollay's gender,['Camilla von Hollay'],['camilla von hollay'],"['camilla von hollay', 'gender']",['camilla von hollay'],['camilla von hollay'],['ca'],['camilla von hollay'],['camilla von hollay']
1035,where did monte collins die ,['Monte Collins'],['monte collins'],['monte collins'],['monte collins'],['monte collins'],[],['monte collins'],['monte collins']
1036,Where was Tyler Green born?,['Tyler Greene'],['tyler green'],['Tyler Green'],['tyler green'],['Tyler Green'],['Tyler Green'],['Tyler Green'],['Tyler Green']
1037,what kind of game is fast food,['Fast Food'],[],"['game', 'fast food']","['game', 'fast food']",[],[],[],"['game', 'fast food']"
1038,what canadian city was howard cable birthed in,['Howard Cable'],"['canadian', 'howard cable']","['canadian city', 'howard cable']","['howard cable', 'canadian city']",['canadian'],[],['canadian'],['canadian city']
1039,which country was disciple filmed in,['Disciple'],['disciple'],"['country', 'disciple']",['disciple'],[],[],[],"['country', 'disciple']"
1040,What country is nigel slater from,['Nigel Slater'],['nigel slater'],['country'],['nigel slater'],['nigel slater'],[],['nigel slater'],['nigel slater']
1041,who was the guitar player for Spinnerette,['guitar'],['spinnerette'],['Spinnerette'],['spinnerette'],['Spinnerette'],['Spinnerette'],['Spinnerette'],['Spinnerette']
1042,which photographer and artist was born in yonkers,['Yonkers'],['yonkers'],"['photographer and artist', 'yonkers']",['yonkers'],[],[],['yonkers'],"['photographer and artist', 'yonkers']"
1043,"Who is the artist for the piece, el rio de luz?",['El Rio de Luz'],['el rio de luz'],['piece'],['el rio de luz'],['el rio de luz'],[],['el rio de luz'],['el rio de luz']
1044,who was born in antwerp,['Antwerp'],['antwerp'],['antwerp'],['antwerp'],['antwerp'],[],['antwerp'],['antwerp']
1045,who is a goalkeeper in football,['goalkeeper'],[],['football'],['football'],[],[],[],['football']
1046,what type of game is the ncaa football 07,['NCAA Football 07'],['ncaa'],"['game', 'ncaa football 07']",['ncaa football 07'],['ncaa'],[],['ncaa'],['ncaa football 07']
1047,Who did the music for the film the man outside,['The Man Outside'],['the man outside'],"['film', 'man']",['the man outside'],[],[],[],"['film', 'man']"
1048,which artist performs carnatic music?,['Carnatic music'],['carnatic'],"['artist', 'carnatic music']",['carnatic music'],[],[],[],"['artist', 'carnatic music']"
1049,where was kseniya rappoport given birth,['Kseniya Rappoport'],['kseniya rappoport'],"['rappoport', 'birth']",['kseniya rappoport'],['kseniya'],[],['kseniya rappoport'],['kseniya']
1050,what is the gender of sean dundee,['Sean Dundee'],['sean dundee'],['sean dundee'],['sean dundee'],['sean dundee'],[],['sean dundee'],['sean dundee']
1051,what sex is thomas day,['Thomas Day'],['thomas day'],"['sex', 'thomas day']",['thomas day'],['thomas'],[],['thomas day'],['thomas day']
1052,where did pat roach die,['Pat Roach'],['pat roach'],['pat roach'],['pat roach'],['pat roach'],[],['pat roach'],['pat roach']
1053,what city is in geneva county,['Geneva County'],['geneva'],"['city', 'geneva county']",['geneva county'],['geneva'],[],['geneva county'],['geneva county']
1054,john b. calhoun is a citizen of what country?,['John B. Calhoun'],['john b. calhoun'],"['john b. calhoun', 'country']",['john b. calhoun'],['john b. calhoun'],['ca'],['john b. calhoun'],['john b. calhoun']
1055,where was barbara mularczyk born,['Barbara Mularczyk'],['barbara mularczyk'],['barbara mularczyk'],['barbara mularczyk'],['barbara mularczyk'],['bar'],['barbara mularczyk'],['barbara mularczyk']
1056,how would a person classify moscow on the hudson,['Moscow on the Hudson'],"['moscow', 'hudson']","['person', 'hudson']","['moscow', 'hudson']",['moscow'],[],"['moscow', 'hudson']",['moscow']
1057,What is joe kracher's gender?,['Joe Kracher'],['joe kracher'],"['joe kracher', 'gender']",['joe kracher'],['joe kracher'],[],['joe kracher'],['joe kracher']
1058,Who is a child of george gilbert scott,['George Gilbert Scott'],['george gilbert scott'],['george gilbert scott'],['george gilbert scott'],['george gilbert scott'],['il'],['george gilbert scott'],['george gilbert scott']
1059,who produced halloween resurrection,['Halloween: Resurrection'],"['who', 'halloween resurrection']",['halloween resurrection'],"['halloween resurrection', 'who']",[],[],['halloween'],['halloween resurrection']
1060,what is country did fanni gyarmati originate from,['Fanni Gyarmati'],['fanni gyarmati'],"['country', 'fanni gyarmati']",['fanni gyarmati'],['fanni gyarmati'],[],['fanni gyarmati'],['fanni gyarmati']
1061,What country does morten rasmussen have nationality in,['Morten Rasmussen'],['morten rasmussen'],"['country', 'morten rasmussen']",['morten rasmussen'],['morten rasmussen'],[],['morten rasmussen'],['morten rasmussen']
1062,what genre is the artist carl weingarten,['Carl Weingarten'],['carl weingarten'],"['genre', 'artist carl weingarten']",['artist carl weingarten'],['carl weingarten'],[],['carl weingarten'],['artist carl weingarten']
1063,audrey williams performs which genre of music?,['Audrey Williams'],['audrey williams'],"['audrey williams', 'music']",['audrey williams'],['audrey williams'],[],['audrey williams'],['audrey williams']
1064,What is the name of an album that is apart of j-pop genre?,['J-pop'],['j'],"['album', 'j-pop genre']",['j-pop genre'],[],[],['j-pop'],"['album', 'j-pop genre']"
1065,which language is spoken in temmink: the ultimate fight,['Temmink: The Ultimate Fight'],['temmink: the ultimate fight'],"['language', 'temmink', 'ultimate fight']",['temmink: the ultimate fight'],[],[],['temmink'],"['language', 'temmink', 'ultimate fight']"
1066,what kind of film genre is the movie  der 20. juli,['The Plot to Assassinate Hitler'],['der'],"['film genre', 'movie der 20. juli']",['movie der 20. juli'],[],[],['der'],"['film genre', 'movie der 20. juli']"
1067,what administrative divisions are in italy?,['Italy'],['italy'],"['administrative divisions', 'italy']",['italy'],['italy'],[],['italy'],['italy']
1068,what's the central tenant of the pashtoons social democratic party,['Pashtoons Social Democratic Party'],['pashtoons social democratic party'],['pashtoons social democratic party'],['pashtoons social democratic party'],[],[],['pashtoons social democratic party'],['pashtoons social democratic party']
1069,"WHat genre of music have trumpet, will excite!","['Have Trumpet, Will Excite!']",[],"['music', 'trumpet']","['music', 'trumpet']",[],[],[],"['music', 'trumpet']"
1070,What body of water des the csx a-line bridge cross,['CSX A-Line Bridge'],"['csx a', 'line']","['water', 'csx a-line bridge cross']",['csx a-line bridge cross'],[],[],['csx a-line'],"['water', 'csx a-line bridge cross']"
1071,Who is an individual born in katerini?,['Katerini'],['katerini'],"['individual', 'katerini']",['katerini'],[],[],['katerini'],"['individual', 'katerini']"
1072,What type of music is featured on trans canada highway,['Trans Canada Highway'],['trans canada highway'],"['music', 'trans canada highway']",['trans canada highway'],[],[],['trans canada'],"['music', 'trans canada highway']"
1073,What is the name of Spongebob's game,['action game'],['spongebob'],"['Spongebob', 'game']",['spongebob'],['Spongebob'],['Spongebob'],['Spongebob'],['Spongebob']
1074,what is a game that features multiplayer ,['multiplayer video game'],[],"['game', 'multiplayer']","['game', 'multiplayer']",[],[],[],"['game', 'multiplayer']"
1075,where was luan garcia teixeira born?,['Luan Garcia Teixeira'],['luan garcia teixeira'],['luan garcia teixeira'],['luan garcia teixeira'],['luan garcia teixeira'],['l'],['luan garcia teixeira'],['luan garcia teixeira']
1076,who is the record label for the orb?,['The Orb'],['the orb'],['orb'],['the orb'],[],[],[],['orb']
1077,what is porochista khakpour's place of birth?,['Porochista Khakpour'],['porochista khakpour'],"['porochista khakpour', 'birth']",['porochista khakpour'],['porochista khakpour'],[],['porochista khakpour'],['porochista khakpour']
1078,what film is produced by til schweiger?,['Til Schweiger'],['til schweiger'],"['film', 'til schweiger']",['til schweiger'],['til schweiger'],[],['til schweiger'],['til schweiger']
1079,what is an organization founded by maulana masood azhar,['Masood Azhar'],"['what', 'maula', 'masood azhar']","['organization', 'maulana masood azhar']","['what', 'maulana masood azhar']",['maulana masood azhar'],['sood a'],"['what', 'maulana masood azhar']",['maulana masood azhar']
